Route,Type,Image_Name,Lat,Long,Aanslag,Deuken en gaten,Scheefstand,Stickers/Graffiti,Verf/dekking,Working?
Benoordenhout,lichtmasten,Benoordenhout_118.png,52.08528667,4.32967606,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_618.png,52.0811815,4.329450723,,,B,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_553.png,52.10408447,4.329316134,D,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_607.png,52.08149811,4.329289536,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_850.png,52.07415005,4.329199567,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_616.png,52.10389965,4.329130296,,,B,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_825.png,52.07515027,4.329105292,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_842.png,52.07397193,4.329049549,,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_840.png,52.07436821,4.329042584,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_42.png,52.10566932,4.328975374,B,,,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_183.png,52.0821861,4.32871061,,,C,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_831.png,52.07502033,4.328689244,,,,C,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_685.png,52.09393535,4.32867409,,,B,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_696.png,52.09393535,4.32867409,B,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_700.png,52.09393535,4.32867409,,,C,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_837.png,52.07460886,4.328642144,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_190.png,52.082661,4.328625045,B,,,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_751.png,52.10368092,4.328584239,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_813.png,52.10364288,4.328218935,B,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_671.png,52.07696791,4.328206679,,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_820.png,52.07606362,4.328177027,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_153.png,52.07549172,4.328057491,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_677.png,52.09473528,4.32784557,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_675.png,52.09473528,4.32784557,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_670.png,52.09473528,4.32784557,C,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_815.png,52.07542704,4.327793396,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_919.png,52.1034116,4.327645099,D,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_149.png,52.07612458,4.327490351,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1026.jpg,52.0745517,4.3274307,B,,B,B,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_605.png,52.07963299,4.327400626,,,B,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_19.jpg,52.0742961,4.3273173,,,C,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_596.png,52.07989879,4.327175541,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_4.jpg,52.1062616,4.327088,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_807.png,52.07546674,4.326767806,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_639.png,52.09565716,4.326747941,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1025.jpg,52.0741523,4.3264692,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_529.png,52.10279493,4.326414342,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_797.png,52.07574271,4.326375568,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_141.png,52.07657773,4.326307617,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_543.png,52.1031131,4.326221952,,,B,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_3.jpg,52.1057258,4.3260986,,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_14.jpg,52.0739504,4.3260461,B,,C,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_15.jpg,52.0739504,4.3260461,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_676.png,52.07770089,4.325979746,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_630.png,52.09644682,4.32590159,C,,,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_193.png,52.08354913,4.32588754,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_196.png,52.08354913,4.32588754,,,,C,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_198.png,52.08354913,4.32588754,,B,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_535.png,52.10267924,4.325795362,,,,B,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_97.png,52.10476689,4.325642936,,,B,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_515.png,52.1024481,4.325550216,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1018.jpg,52.0698149,4.325403,,,B,B,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1019.jpg,52.0698149,4.325403,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_791.png,52.07679252,4.325311308,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1020.jpg,52.0711369,4.3251985,B,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1021.jpg,52.0711369,4.3251985,,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1017.jpg,52.069661,4.3249749,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_781.png,52.07358679,4.324891648,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1.jpg,52.1049633,4.3248056,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_2.jpg,52.1049314,4.3247457,,,B,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_574.png,52.08836513,4.324703542,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_497.png,52.10210127,4.32468609,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_683.png,52.07807318,4.324677299,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1022.jpg,52.0716722,4.3246717,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_205.png,52.08307746,4.324454281,,,,B,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_779.png,52.07306338,4.324438421,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_753.png,52.10368092,4.324424333,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_130.png,52.07739256,4.324422806,D,,,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1023.jpg,52.0719155,4.3244055,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_135.png,52.10425376,4.324341726,B,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_140.png,52.07783957,4.324303502,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_113.png,52.07934246,4.324273596,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_460.png,52.10205718,4.324244111,,,B,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_404.png,52.10149997,4.324221489,B,,,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1024.jpg,52.0730644,4.3242095,B,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_572.png,52.08814442,4.324161756,,,B,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1016.jpg,52.0692606,4.3239009,B,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_208.png,52.07175237,4.323899627,,,,B,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_694.png,52.07854045,4.323854281,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_436.png,52.10187803,4.323801667,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_375.png,52.10200884,4.323781259,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_157.png,52.07448161,4.323714531,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_774.png,52.07425809,4.323489832,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_204.png,52.07249296,4.323354476,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_346.png,52.10222085,4.323276173,B,,B,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_199.png,52.07377038,4.323150639,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_462.png,52.07849106,4.323089535,,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_5.jpg,52.1056992,4.3230678,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_557.png,52.0877558,4.323061081,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_500.png,52.08069715,4.323005216,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_763.png,52.07455713,4.322942058,,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_159.png,52.07502587,4.322728505,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_561.png,52.09899143,4.322675503,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_197.png,52.07410702,4.322596239,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_766.png,52.07432033,4.322500984,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_757.png,52.07502228,4.322412028,,,B,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_547.png,52.09946619,4.322326581,B,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_103.png,52.07968812,4.322301283,,,B,,C,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_703.png,52.07618293,4.322251695,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_175.png,52.1047492,4.322186172,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_162.png,52.07573218,4.322164338,,,B,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_566.png,52.0987596,4.322136622,B,,,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_313.png,52.10187568,4.322068346,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_706.png,52.07633438,4.322013472,D,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_189.png,52.07433421,4.321829713,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_117.png,52.07849064,4.321818918,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_570.png,52.09852777,4.321597741,B,,,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1015.jpg,52.0682433,4.3215274,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_345.png,52.07761109,4.32152708,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_623.png,52.09927466,4.321487203,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_170.png,52.07532659,4.321472228,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_179.png,52.07525024,4.321208772,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_544.png,52.08786976,4.321134658,C,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_184.png,52.07472282,4.32112645,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_578.png,52.09829594,4.32105886,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1014.jpg,52.0679594,4.3208874,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_620.png,52.09902978,4.32087309,B,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_708.png,52.07136377,4.320869925,,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_732.png,52.07495269,4.320742326,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_640.png,52.09693504,4.320682157,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_109.png,52.08115527,4.320599223,,,,B,C,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_311.png,52.07713779,4.320559726,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_579.png,52.09806411,4.320519979,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_283.png,52.10229401,4.320461562,B,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_99.png,52.08067225,4.320377577,,,,B,C,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_625.png,52.08292608,4.320301458,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_762.png,52.10368092,4.320264427,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_725.png,52.07502814,4.320125743,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_817.png,52.11861281,4.319908572,,,,,C,FALSE
Benoordenhout,lichtmasten,Benoordenhout_611.png,52.09863356,4.319893147,B,,B,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_583.png,52.09751127,4.319823136,,,B,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_698.png,52.06990727,4.31979778,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_701.png,52.07007785,4.319790983,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_966.jpg,52.0877164,4.3197017,B,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_512.png,52.08326195,4.319686732,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_588.png,52.09764616,4.319608524,,,B,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_592.png,52.09764616,4.319608524,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_965.jpg,52.0877386,4.319607,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_719.png,52.07515957,4.319553936,,,,D,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_858.png,52.07307752,4.319542884,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_967.jpg,52.0875799,4.3194971,B,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_968.jpg,52.0873956,4.3194106,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1012.jpg,52.0671677,4.3193392,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_711.png,52.07282275,4.319245256,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_600.png,52.09837347,4.319244854,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_876.png,52.07347906,4.319099776,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_969.jpg,52.0871983,4.319004,B,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_970.jpg,52.0871894,4.3189856,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_599.png,52.09803081,4.318972089,,,B,,B,TRUE
